id,title,identifier,score_all,name
29,Data Center Operations Engineer,15-1199.07,0.8709266126019679,Data Warehousing Specialists
30,Software Engineer Level 3,15-1133.00,0.8600166214797822,"Software Developers, Systems Software"
31,DATA SCIENTIST,15-1111.00,0.8419278378944814,Computer and Information Research Scientists
32,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
33,Big Data Operations Specialist,15-1199.07,0.855341180249396,Data Warehousing Specialists
34,Senior Data Scientist,15-1111.00,0.9084555587948494,Computer and Information Research Scientists
35,"Director, Data Science Initiatives",15-1111.00,0.8829318121501255,Computer and Information Research Scientists
46,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
47,Business Intelligence Analyst,15-1199.08,0.9024828948732139,Business Intelligence Analysts
48,Lead - Human Resource Data Scientist,15-1111.00,0.8929277239359874,Computer and Information Research Scientists
49,Data Scientist,15-1111.00,0.8897965258214158,Computer and Information Research Scientists
50,Associate Data Scientist,15-1111.00,0.9060401158511535,Computer and Information Research Scientists
51,Data Scientist I,15-1111.00,0.8846822801821487,Computer and Information Research Scientists
52,"Data Scientist, AI@Unity",15-1111.00,0.8979815446179235,Computer and Information Research Scientists
53,Data Scientist,15-1111.00,0.8846822801821487,Computer and Information Research Scientists
54,Data Scientist,15-1111.00,0.9074085887142642,Computer and Information Research Scientists
55,Data Scientist,15-1111.00,0.9041785894760552,Computer and Information Research Scientists
56,Jr. Data Science Developer,15-1111.00,0.8753799654742257,Computer and Information Research Scientists
57,Data Scientist,15-1111.00,0.8979816171302325,Computer and Information Research Scientists
58,Data Scientist,15-1111.00,0.8897965258214158,Computer and Information Research Scientists
59,Human Resources Data Scientist,15-1111.00,0.8876945628719652,Computer and Information Research Scientists
60,Data Scientist,15-1111.00,0.8950486996310665,Computer and Information Research Scientists
61,Data Scientist,15-1111.00,0.8950486996310665,Computer and Information Research Scientists
62,"Manager of Data Science, RACE21 - Vancouver",15-1111.00,0.8998578115652939,Computer and Information Research Scientists
63,Data scientist (summer intern),15-1111.00,0.7923508710497544,Computer and Information Research Scientists
64,"Lead Educator, Data Science",15-1111.00,0.8595566040194689,Computer and Information Research Scientists
65,Jr. Data Science Developer,15-1111.00,0.8753799654742257,Computer and Information Research Scientists
66,Data Scientist,15-1111.00,0.8950486996310665,Computer and Information Research Scientists
67,Data Scientist - FIFA,15-1111.00,0.8662374445616909,Computer and Information Research Scientists
68,Applied Scientist,15-1111.00,0.8333574689822162,Computer and Information Research Scientists
69,Senior Data Scientist AI@Unity,15-1111.00,0.9179492470770364,Computer and Information Research Scientists
70,"Data Scientist, Analytics and Machine Learning",15-1111.00,0.894308794498534,Computer and Information Research Scientists
71,Data Architect (Advanced Analytics),15-1199.06,0.8327533446255755,Database Architects
72,Human Resources Data Scientist,15-1111.00,0.8876945628719652,Computer and Information Research Scientists
73,Business Intelligence Analyst,15-1199.08,0.9024828948732139,Business Intelligence Analysts
74,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
75,Business Intelligence Analyst,15-1199.08,0.9024828948732139,Business Intelligence Analysts
76,Machine Learning Engineer,15-1111.00,0.8387659142375605,Computer and Information Research Scientists
77,Machine learning / image processing - Apr to Sep,15-1133.00,0.6289347785054785,"Software Developers, Systems Software"
78,Senior Data Scientist,15-1111.00,0.9084555587948494,Computer and Information Research Scientists
79,Data Scientist - Advertising & Attribution,15-1111.00,0.803558603369873,Computer and Information Research Scientists
80,Data Scientist - RACE21,15-1111.00,0.858791540153855,Computer and Information Research Scientists
81,Machine Learning Geoscientist,15-1111.00,0.8414335743558758,Computer and Information Research Scientists
82,Senior Data Analyst,15-1199.08,0.8770987150425584,Business Intelligence Analysts
83,"Sr Data Analyst, UFC Mobile",15-1121.00,0.774608222549602,Computer Systems Analysts
84,"Lead Data Scientist, RACE21",15-1111.00,0.9052764554526223,Computer and Information Research Scientists
85,Senior Data Analyst,15-1199.08,0.8770987150425584,Business Intelligence Analysts
86,Artificial Intelligence/Machine Learning,15-1111.00,0.7951149412151665,Computer and Information Research Scientists
87,Lead - Human Resource Data Scientist,15-1111.00,0.8929277239359874,Computer and Information Research Scientists
88,Human Resources Data Scientist,15-1111.00,0.8876945628719652,Computer and Information Research Scientists
89,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
90,"Manager of Data Science, RACE21 - Vancouver",15-1111.00,0.8998578115652939,Computer and Information Research Scientists
91,Data Scientist,15-1111.00,0.8950486996310665,Computer and Information Research Scientists
92,"Manager of Data Science, RACE21 - Vancouver",15-1111.00,0.8998578115652939,Computer and Information Research Scientists
93,Human Resources Data Scientist,15-1111.00,0.8876945628719652,Computer and Information Research Scientists
94,Data Scientist - Planning Team,15-1111.00,0.8574871182120432,Computer and Information Research Scientists
95,Machine Learning Engineer / Data Analyst,15-1111.00,0.892974905870409,Computer and Information Research Scientists
96,NLP Engineer,15-1133.00,0.6988515428473343,"Software Developers, Systems Software"
97,Senior Enterprise Data Analyst,15-1199.08,0.8858940791676568,Business Intelligence Analysts
98,Programmer Analyst II (Learning Analytics),15-1111.00,0.9136940517602188,Computer and Information Research Scientists
99,Senior Game Data Analyst,15-1199.08,0.8434015377596167,Business Intelligence Analysts
100,Senior Data Analyst,15-1121.00,0.8674892129190537,Computer Systems Analysts
101,Senior Renewable Energy Data Analyst,15-1199.08,0.8263206900770586,Business Intelligence Analysts
102,"Development Expert, SAP Analytics Cloud (Conversational Anal...",15-1121.00,0.7674949769577938,Computer Systems Analysts
103,Business Intelligence Analyst,15-1199.08,0.9024828948732139,Business Intelligence Analysts
104,Data Scientist,15-1111.00,0.8950486996310665,Computer and Information Research Scientists
105,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
106,"Sr. Manager, Data Science",15-1111.00,0.843790663147384,Computer and Information Research Scientists
107,"Manager of Data Science, RACE21",15-1111.00,0.9053712109920342,Computer and Information Research Scientists
108,"Applied Science Intern, Machine Learning (Canada)",15-1111.00,0.7586696153997885,Computer and Information Research Scientists
109,Business Intelligence Analyst,15-1199.08,0.9379845717055305,Business Intelligence Analysts
110,Machine Learning Engineer,15-1111.00,0.8387659142375605,Computer and Information Research Scientists
111,"Algorithm Developer (data science, C++, Java,Node JS, 4 year...",15-1141.00,0.7167503048456788,Database Administrators
112,Business Intelligence Developer (Contract),15-1199.08,0.8293230261350389,Business Intelligence Analysts
113,"Senior Data Analyst, Cross Product Portfolio",15-1199.08,0.8727444779411374,Business Intelligence Analysts
114,"Senior Data Analyst, Cross Product Portfolio",15-1199.08,0.8727444779411374,Business Intelligence Analysts
115,"Senior Data Analyst, Supply Chain & Product Analytics",15-1199.08,0.8773897644669071,Business Intelligence Analysts
116,Human Resources Data Scientist,15-1111.00,0.8876945628719652,Computer and Information Research Scientists
117,Business Intelligence Analyst,15-1199.08,0.9024828948732139,Business Intelligence Analysts
118,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
119,Data Scientist,15-1111.00,0.8950486996310665,Computer and Information Research Scientists
120,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
121,Human Resources Administrator,15-1141.00,0.7583857899207335,Database Administrators
122,Software Engineer,15-1133.00,0.9198802553986666,"Software Developers, Systems Software"
123,Electronics Engineer,15-1133.00,0.7859289865933772,"Software Developers, Systems Software"
124,Customer Service Representative,15-1121.00,0.6585881247600034,Computer Systems Analysts
125,Construction Site Superintendent,15-1199.06,0.6745772645640573,Database Architects
126,Data Center Operations Engineer,15-1199.07,0.8709266126019679,Data Warehousing Specialists
127,Junior Data Engineer,15-1111.00,0.8656370866780924,Computer and Information Research Scientists
128,Big Data Engineer,15-1199.07,0.8564887338052593,Data Warehousing Specialists
129,Data Engineer III,15-1133.00,0.8368916232599034,"Software Developers, Systems Software"
130,Haskell and Data Engineer,15-1199.06,0.7510135676856033,Database Architects
131,Engineer in Training,15-1133.00,0.7734180405688164,"Software Developers, Systems Software"
132,"Sales Engineer, Data Analytics, Google Cloud",15-1199.07,0.8285117073644939,Data Warehousing Specialists
133,Data Engineer II,15-1199.07,0.8044582290030144,Data Warehousing Specialists
134,Incident Response Engineer,19-2099.01,0.6636015554829535,Remote Sensing Scientists and Technologists
135,Data Center Operations Engineer,15-1199.07,0.8709266126019679,Data Warehousing Specialists
136,We have Data-center Technician Opening,15-1199.07,0.7894715933028931,Data Warehousing Specialists
137,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
138,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
139,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
140,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
141,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
142,Data Engineer,15-1111.00,0.9156238945601657,Computer and Information Research Scientists
143,"Data Engineer, Omnia AI",15-1199.07,0.691736858154962,Data Warehousing Specialists
144,AWS Data Analytics Engineer,15-1199.07,0.7948696898531213,Data Warehousing Specialists
145,Data Engineer,15-1199.07,0.8805998261670294,Data Warehousing Specialists
146,Software Engineer I,15-1111.00,0.901291710645018,Computer and Information Research Scientists
147,"Quality Assurance Engineer, R&D",15-1111.00,0.8472392491199764,Computer and Information Research Scientists
148,"Specialist, Data Engineer",15-1199.07,0.8866611605323272,Data Warehousing Specialists
149,Data Engineer - Gears of War - The Coalition,15-1199.04,0.812801581191053,Geospatial Information Scientists and Technologists
150,Robotics Engineer - Supporting,15-1133.00,0.7386350572740535,"Software Developers, Systems Software"
151,Machine Learning Engineer / Data Analyst,15-1111.00,0.892974905870409,Computer and Information Research Scientists
152,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
153,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
154,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
155,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
156,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
157,"Engineer, Quality, Desktop - Quality",15-1133.00,0.7440769797587924,"Software Developers, Systems Software"
158,"Big Data Engineer, Omnia AI",15-1199.07,0.6957738110417758,Data Warehousing Specialists
159,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
160,Data Engineer - Contract,15-1199.07,0.8485646956313346,Data Warehousing Specialists
161,Senior Incident Response Engineer,15-1122.00,0.7202478457328938,Information Security Analysts
162,Radio Access Network (RAN) Performance Engineer,15-1111.00,0.8324952247656031,Computer and Information Research Scientists
163,Data Validation Intern,15-1141.00,0.8042421656162033,Database Administrators
164,Research Engineer,15-1111.00,0.8657504231329579,Computer and Information Research Scientists
165,"Data Scientist, AI@Unity",15-1111.00,0.8979815446179235,Computer and Information Research Scientists
166,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
167,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
168,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
169,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
170,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
171,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
172,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
173,Quality Engineer - Quality,15-1133.00,0.6755757801631853,"Software Developers, Systems Software"
174,Big Data Engineer - DF,15-1111.00,0.7782486991068398,Computer and Information Research Scientists
175,Software Engineer In Test,15-1133.00,0.8910245925191176,"Software Developers, Systems Software"
176,Software Engineer Generalist,15-1111.00,0.9139786270647473,Computer and Information Research Scientists
177,Hardware Engineer - Intermediate,15-1133.00,0.8108522882599639,"Software Developers, Systems Software"
178,Entry Level Equipment Engineer - Western Canada,15-1133.00,0.7559977096132412,"Software Developers, Systems Software"
179,Software Development Engineer: Co-Op Vancouver (Summer),15-1133.00,0.833551385707441,"Software Developers, Systems Software"
180,Business Inteligence Engineer II,15-1111.00,0.8748590997175995,Computer and Information Research Scientists
181,Software Engineer Intern - Fall,15-1133.00,0.849039760396181,"Software Developers, Systems Software"
182,Software Development Engineer in Test (SDET),15-1133.00,0.9086378763988732,"Software Developers, Systems Software"
183,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
184,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
185,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
186,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
187,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
188,Project Engineer,15-1199.02,0.8123583159399801,Computer Systems Engineers/Architects
189,Software Engineer,15-1133.00,0.9198802553986666,"Software Developers, Systems Software"
190,Supply Chain Specialist,15-1121.00,0.6619164529983464,Computer Systems Analysts
191,Codes and Standards (Certification) Engineer,15-1133.00,0.7432123828534128,"Software Developers, Systems Software"
192,Back End Software Engineer,15-1133.00,0.9109254394970584,"Software Developers, Systems Software"
193,Senior Data Engineer,15-1111.00,0.9058040135911586,Computer and Information Research Scientists
194,Big Data Engineer,15-1199.07,0.8664996086978681,Data Warehousing Specialists
195,Data Engineer,15-1199.07,0.8805998261670294,Data Warehousing Specialists
196,Senior Data Engineer,15-1199.07,0.8553208338766581,Data Warehousing Specialists
197,Software Engineer (Fullstack),15-1133.00,0.9198803559044118,"Software Developers, Systems Software"
198,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
199,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
200,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
201,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
202,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
203,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
204,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
205,Data Engineers - Hadoop,15-1141.00,0.7295282408435747,Database Administrators
206,Staff Performance Engineer,15-1133.00,0.7636656028460849,"Software Developers, Systems Software"
207,Software Engineer (Data Pipeline) - Advanced level,15-1141.00,0.862706828933347,Database Administrators
208,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
209,Software Engineer (Backend),15-1133.00,0.8835039837510821,"Software Developers, Systems Software"
210,Software Engineer,15-1133.00,0.9198802553986666,"Software Developers, Systems Software"
211,Staff Quality Engineer,15-1133.00,0.7474229891624422,"Software Developers, Systems Software"
212,Compliance Engineer,15-1133.00,0.7841785839311423,"Software Developers, Systems Software"
213,Data Software Engineer - FIFA,15-1133.00,0.8624060637086305,"Software Developers, Systems Software"
214,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
215,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
216,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
217,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
218,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
219,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
220,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
221,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
222,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
223,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
224,Anti-Cheat Software Engineer - EA SPORTS,15-1133.00,0.8076038697187511,"Software Developers, Systems Software"
225,Intermediate Mechanical Engineer,15-1133.00,0.7337681135640172,"Software Developers, Systems Software"
226,Software Development Engineer Intern,15-1133.00,0.9017132957349352,"Software Developers, Systems Software"
227,DevOps Engineer,15-1199.02,0.48503833457901546,Computer Systems Engineers/Architects
228,Database Reliability Engineer,15-1141.00,0.842487619187461,Database Administrators
229,Junior Software Development Engineer (Embedded),15-1133.00,0.903435169915108,"Software Developers, Systems Software"
230,Product Support Engineer,15-1111.00,0.890576130386896,Computer and Information Research Scientists
231,Senior Data Engineer,15-1199.06,0.8552558685531899,Database Architects
232,DevOps Engineer,15-1199.02,0.48503833457901546,Computer Systems Engineers/Architects
233,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
234,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
235,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
236,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
237,Field Service Engineer,15-1133.00,0.8035452291205168,"Software Developers, Systems Software"
238,Junior Software Development Engineer in Test,15-1133.00,0.8843762392446242,"Software Developers, Systems Software"
239,Systems Engineer - Cisco Umbrella,15-1133.00,0.8430987470269146,"Software Developers, Systems Software"
240,Research Engineer,15-1111.00,0.8657504231329579,Computer and Information Research Scientists
241,Staff Software Engineer - Mobile,15-1133.00,0.9054867080085102,"Software Developers, Systems Software"
242,Data Scientist,15-1111.00,0.9074085887142642,Computer and Information Research Scientists
243,Integration Sales Engineer,15-1133.00,0.8518690650433848,"Software Developers, Systems Software"
244,DevOps Engineer (Unify),15-1199.02,0.5955597413577765,Computer Systems Engineers/Architects
245,"Staff Engineer, Embedded Software",15-1133.00,0.9153243216401091,"Software Developers, Systems Software"
246,Fuel Cell Engineer – Electrochemical Systems,15-1133.00,0.725870293295329,"Software Developers, Systems Software"
247,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
248,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
249,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
250,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
251,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
252,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
253,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
254,Software QA Engineer,15-1133.00,0.825638740180879,"Software Developers, Systems Software"
255,Test Engineer,15-1133.00,0.7596074001359895,"Software Developers, Systems Software"
256,Data Architect (Advanced Analytics),15-1199.06,0.8327533446255755,Database Architects
257,Intermediate Software Development Engineer in Test,15-1133.00,0.8825926993719876,"Software Developers, Systems Software"
258,Software Engineer,15-1133.00,0.9198802553986666,"Software Developers, Systems Software"
259,"Procurement Coordinator, Regional",15-1199.08,0.7160753474392503,Business Intelligence Analysts
260,Senior Backend Engineer - Data Collection,15-1141.00,0.8882433586418718,Database Administrators
261,"Sales Support Specialist, Customer Engagement and Experience",15-1121.00,0.7674985268289025,Computer Systems Analysts
262,Software Engineer,15-1133.00,0.9198802553986666,"Software Developers, Systems Software"
263,Associate Cloud Operations Engineer,15-1133.00,0.8157393896363224,"Software Developers, Systems Software"
264,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
265,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
266,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
267,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
268,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
269,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
270,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
271,Software Engineer,15-1133.00,0.9198802553986666,"Software Developers, Systems Software"
272,New Grad Engineers/Scientists,19-1029.01,0.7291944513328721,Bioinformatics Scientists
273,Software Development Engineer in Test,15-1133.00,0.9123453964410639,"Software Developers, Systems Software"
274,Data Software Engineer - FIFA (temporary),15-1133.00,0.8664938628577991,"Software Developers, Systems Software"
275,Civil/Municipal Drainage Engineer,15-1199.02,0.666066590251465,Computer Systems Engineers/Architects
276,Supply Chain Engineer,15-1133.00,0.7308444592106212,"Software Developers, Systems Software"
277,Software Development Engineer Intern - Summer 2020 (Canada),15-1133.00,0.8119215277734356,"Software Developers, Systems Software"
278,Lead Software Development Engineer,15-1133.00,0.9024705801996619,"Software Developers, Systems Software"
279,Nanofabrication Engineer,15-2021.00,0.7454575118392882,Mathematicians
280,Growth Engineer,15-1199.02,0.7488234344168901,Computer Systems Engineers/Architects
281,Control System Engineer,15-1133.00,0.8409176715153149,"Software Developers, Systems Software"
282,Embedded R&D Engineer,15-1133.00,0.8187777003617256,"Software Developers, Systems Software"
283,Sr. Network Engineer,15-1133.00,0.7736616436709323,"Software Developers, Systems Software"
284,Mine Planning Engineer,15-1199.02,0.8235600060612078,Computer Systems Engineers/Architects
285,SURVEYORS,15-1199.02,0.4847792410301342,Computer Systems Engineers/Architects
286,Data Storage and Protection Consultant,15-1199.07,0.8548806469752168,Data Warehousing Specialists
287,Data Engineer,15-1133.00,0.8550525301487488,"Software Developers, Systems Software"
288,Information Systems Software Programmer and Test Engineer,15-1133.00,0.9454168675486618,"Software Developers, Systems Software"
289,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
290,Business Intelligence Analyst,15-1199.08,0.9433986367504492,Business Intelligence Analysts
291,Business Process Analyst,15-1199.08,0.898604669207327,Business Intelligence Analysts
292,Business Intelligence Analyst,15-1199.08,0.9024828948732139,Business Intelligence Analysts
293,Business Analyst,15-1199.08,0.899663524497302,Business Intelligence Analysts
294,Business Analyst / Developer,15-1199.08,0.8660952327620955,Business Intelligence Analysts
295,Calabrio Data and Reporting Analyst,13-2099.01,0.8603624765237035,Financial Quantitative Analysts
296,Research Analyst,13-2099.01,0.8986125026749733,Financial Quantitative Analysts
297,Data Analyst - Summer 2020 Co-op,13-2099.01,0.7167213340235702,Financial Quantitative Analysts
298,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
299,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
300,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
301,Research and Reporting Analyst,13-2099.01,0.9048846300038965,Financial Quantitative Analysts
302,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
303,Business Analyst,15-1199.08,0.899663524497302,Business Intelligence Analysts
304,Research Analyst (Entry Level Welcome),19-3022.00,0.8097871329026453,Survey Researchers
305,Data Analyst - 289578,13-2099.01,0.8678582071692464,Financial Quantitative Analysts
306,Reporting and Database Programmer/Analyst,15-1141.00,0.8414218950867199,Database Administrators
307,Business Intelligence Analyst,15-1199.08,0.9433986367504492,Business Intelligence Analysts
308,Reporting and Database Programmer/Analyst,15-1141.00,0.8414218950867199,Database Administrators
309,Business Analyst,15-1199.08,0.899663524497302,Business Intelligence Analysts
310,Business Process Analyst,15-1199.08,0.898604669207327,Business Intelligence Analysts
311,Business Intelligence Analyst,15-1199.08,0.9024828948732139,Business Intelligence Analysts
312,Analyst,13-2099.01,0.802175006788435,Financial Quantitative Analysts
313,Support Service Analyst-Data Center Operations,15-1121.00,0.8596173421875843,Computer Systems Analysts
314,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
315,Business Process Improvement Analyst,15-1199.08,0.8757140353915845,Business Intelligence Analysts
316,"Sr Data Analyst, UFC Mobile",15-1121.00,0.774608222549602,Computer Systems Analysts
317,Senior Data Analyst,15-1199.08,0.8770987150425584,Business Intelligence Analysts
318,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
319,FP&A Analyst,13-2099.01,0.802175006788435,Financial Quantitative Analysts
320,Business Application Support Analyst,15-1121.00,0.8786339144718364,Computer Systems Analysts
321,Certified Data Analyst,15-1199.07,0.8116496980251714,Data Warehousing Specialists
322,Business Analyst / Developer,15-1199.08,0.8660952327620955,Business Intelligence Analysts
323,Data Analyst - 289578,13-2099.01,0.8678582071692464,Financial Quantitative Analysts
324,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
325,Business Process Analyst,15-1199.08,0.898604669207327,Business Intelligence Analysts
326,Business Analyst / Developer,15-1199.08,0.8660952327620955,Business Intelligence Analysts
327,Business Analyst,15-1199.08,0.899663524497302,Business Intelligence Analysts
328,Systems Analyst (Business Analyst 2),15-1121.00,0.9166813813796494,Computer Systems Analysts
329,Data Analyst,15-1111.00,0.8940613304737544,Computer and Information Research Scientists
330,Senior Data Analyst,15-1199.08,0.8770987150425584,Business Intelligence Analysts
331,BI and Application Developer,15-1141.00,0.6605695409433949,Database Administrators
332,Machine Learning Engineer / Data Analyst,15-1111.00,0.892974905870409,Computer and Information Research Scientists
333,Quality Assurance Analyst I,15-1111.00,0.8623794057794464,Computer and Information Research Scientists
334,Quality Control Analyst,15-1121.00,0.8033949113071468,Computer Systems Analysts
335,Data Management Analyst Developer (Contract),15-1199.08,0.8817744378545368,Business Intelligence Analysts
336,Senior Game Data Analyst,15-1199.08,0.8434015377596167,Business Intelligence Analysts
